country_code,year,ElectricityAccess_PercentofPopulation,CO2Emissions_Agriculture,CO2Emissions_TransportEnergy,CO2Emissions_Waste,ForestArea_PercentofLand,RenewableEnergy_Consumption_Percent,GreenhouseGasEmissions_TotalperCapita,id,country_name,region,regional_median
CRI,2023,0.0,0.145,6.0686,0.0,0.0,0.0,3.225544875,,Costa Rica,Latin America and the Caribbean,3.523066439
CUW,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.523066439,,Curacao,Latin America and the Caribbean,3.523066439
CYM,2023,0.0,0.0,0.1259,0.0,0.0,0.0,5.341055341,,Cayman Islands,Latin America and the Caribbean,3.523066439
CYP,2023,0.0,0.0036,1.8772,0.0,0.0,0.0,7.676493856,,Cyprus,Europe and Central Asia,6.5015912305
DJI,2023,0.0,0.0,0.3471,0.0,0.0,0.0,5.673357126,,Djibouti,Middle East and North Africa,5.673357126
ERI,2023,0.0,0.0,0.2105,0.0,0.0,0.0,1.562588886,,Eritrea,Sub-Saharan Africa,1.562588886
FIN,2023,0.0,0.0,8.9587,0.0,0.0,0.0,7.78191128,,Finland,Europe and Central Asia,6.5015912305
FJI,2023,0.0,0.0,1.111,0.0,0.0,0.0,3.680158417,,Fiji,East Asia and Pacific,3.598782713
FSM,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,"Micronesia, Fed. Sts.",East Asia and Pacific,3.598782713
GEO,2023,0.0,0.0868,4.4368,0.0,0.0,0.0,5.126978108,,Georgia,Europe and Central Asia,6.5015912305
GHA,2023,0.0,0.0,9.0355,0.0,0.0,0.0,1.562588886,,Ghana,Sub-Saharan Africa,1.562588886
GIN,2023,0.0,0.0,1.754,0.0,0.0,0.0,1.562588886,,Guinea,Sub-Saharan Africa,1.562588886
GMB,2023,0.0,0.0,0.3439,0.0,0.0,0.0,1.562588886,,"Gambia, The",Sub-Saharan Africa,1.562588886
GNB,2023,0.0,0.0,0.1957,0.0,0.0,0.0,1.562588886,,Guinea-Bissau,Sub-Saharan Africa,1.562588886
GNQ,2023,0.0,0.0,0.5321,0.0,0.0,0.0,3.779114925,,Equatorial Guinea,Sub-Saharan Africa,1.562588886
GRD,2023,0.0,0.0,0.0501,0.0,0.0,0.0,3.523066439,,Grenada,Latin America and the Caribbean,3.523066439
GTM,2023,0.0,0.4434,11.5178,0.0,0.0,0.0,2.426565137,,Guatemala,Latin America and the Caribbean,3.523066439
GUM,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,Guam,East Asia and Pacific,3.598782713
HRV,2023,0.0,0.061,6.8918,0.0,0.0,0.0,6.480708534,,Croatia,Europe and Central Asia,6.5015912305
HTI,2023,0.0,0.0,1.4529,0.0,0.0,0.0,3.523066439,,Haiti,Latin America and the Caribbean,3.523066439
IMN,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Isle of Man,Europe and Central Asia,6.5015912305
IND,2023,0.0,30.5827,339.7606,0.0,0.0,0.0,2.874377159,,India,South Asia,2.0916889505
IRN,2023,0.0,1.6929,138.699,0.0,0.0,0.0,11.00062823,,"Iran, Islamic Rep.",Middle East and North Africa,5.673357126
IRQ,2023,0.0,0.0369,40.0312,0.0,0.0,0.0,8.048640139,,Iraq,Middle East and North Africa,5.673357126
ISR,2023,0.0,0.0714,18.4151,0.0,0.0,0.0,8.156345448,,Israel,Middle East and North Africa,5.673357126
KAZ,2023,0.0,0.4524,23.5608,0.0,0.0,0.0,15.75742062,,Kazakhstan,Europe and Central Asia,6.5015912305
KGZ,2023,0.0,0.1282,1.7158,0.0,0.0,0.0,3.056192119,,Kyrgyz Republic,Europe and Central Asia,6.5015912305
KIR,2023,0.0,0.0,0.0498,0.0,0.0,0.0,3.598782713,,Kiribati,East Asia and Pacific,3.598782713
KNA,2023,0.0,0.0,0.0417,0.0,0.0,0.0,3.731981693,,St. Kitts and Nevis,Latin America and the Caribbean,3.523066439
LBN,2023,0.0,0.0053,7.0641,0.0,0.0,0.0,4.273374888,,Lebanon,Middle East and North Africa,5.673357126
LBR,2023,0.0,0.0,0.8101,0.0,0.0,0.0,1.562588886,,Liberia,Sub-Saharan Africa,1.562588886
LBY,2023,0.0,0.0269,18.5102,0.0,0.0,0.0,13.13088936,,Libya,Middle East and North Africa,5.673357126
LCA,2023,0.0,0.0,0.1042,0.0,0.0,0.0,2.517221184,,St. Lucia,Latin America and the Caribbean,3.523066439
LIE,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Liechtenstein,Europe and Central Asia,6.5015912305
LKA,2023,0.0,0.1371,9.4371,0.0,0.0,0.0,2.0324088849999997,,Sri Lanka,South Asia,2.0916889505
LSO,2023,0.0,0.0,0.4992,0.0,0.0,0.0,1.562588886,,Lesotho,Sub-Saharan Africa,1.562588886
LUX,2023,0.0,0.0,4.1983,0.0,0.0,0.0,11.79553742,,Luxembourg,Europe and Central Asia,6.5015912305
LVA,2023,0.0,0.2094,3.0638,0.0,0.0,0.0,5.836389348,,Latvia,Europe and Central Asia,6.5015912305
MAF,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.523066439,,St. Martin (French part),Latin America and the Caribbean,3.523066439
MAR,2023,0.0,0.1669,17.3964,0.0,0.0,0.0,2.82670695,,Morocco,Middle East and North Africa,5.673357126
MCO,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Monaco,Europe and Central Asia,6.5015912305
MDG,2023,0.0,0.0,1.3562,0.0,0.0,0.0,1.562588886,,Madagascar,Sub-Saharan Africa,1.562588886
MHL,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,Marshall Islands,East Asia and Pacific,3.598782713
MNE,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Montenegro,Europe and Central Asia,6.5015912305
MNP,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,Northern Mariana Islands,East Asia and Pacific,3.598782713
MOZ,2023,0.0,0.0,3.9254,0.0,0.0,0.0,1.562588886,,Mozambique,Sub-Saharan Africa,1.562588886
MRT,2023,0.0,0.0,2.4289,0.0,0.0,0.0,3.287106807,,Mauritania,Sub-Saharan Africa,1.562588886
MWI,2023,0.0,0.0,0.7669,0.0,0.0,0.0,1.562588886,,Malawi,Sub-Saharan Africa,1.562588886
NAM,2023,0.0,0.0,2.1468,0.0,0.0,0.0,4.34872996,,Namibia,Sub-Saharan Africa,1.562588886
NCL,2023,0.0,0.0,1.8622,0.0,0.0,0.0,3.598782713,,New Caledonia,East Asia and Pacific,3.598782713
NER,2023,0.0,0.0,1.2671,0.0,0.0,0.0,1.562588886,,Niger,Sub-Saharan Africa,1.562588886
NGA,2023,0.0,1.68,57.8574,0.0,0.0,0.0,1.562588886,,Nigeria,Sub-Saharan Africa,1.562588886
NIC,2023,0.0,0.1358,2.7238,0.0,0.0,0.0,3.023075898,,Nicaragua,Latin America and the Caribbean,3.523066439
NLD,2023,0.0,0.1846,25.4901,0.0,0.0,0.0,8.432332797,,Netherlands,Europe and Central Asia,6.5015912305
NPL,2023,0.0,0.2579,4.7638,0.0,0.0,0.0,2.0324088849999997,,Nepal,South Asia,2.0916889505
NRU,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,Nauru,East Asia and Pacific,3.598782713
OMN,2023,0.0,0.0,12.2176,0.0,0.0,0.0,5.673357126,,Oman,Middle East and North Africa,5.673357126
PAK,2023,0.0,5.6201,43.3748,0.0,0.0,0.0,2.150969016,,Pakistan,South Asia,2.0916889505
PAN,2023,0.0,0.0,5.6463,0.0,0.0,0.0,4.77300971,,Panama,Latin America and the Caribbean,3.523066439
PLW,2023,0.0,0.0,0.7556,0.0,0.0,0.0,3.598782713,,Palau,East Asia and Pacific,3.598782713
PRI,2023,0.0,0.0,2.1984,0.0,0.0,0.0,5.011088093,,Puerto Rico,Latin America and the Caribbean,3.523066439
PSE,2023,0.0,0.0,0.0,0.0,0.0,0.0,5.673357126,,West Bank and Gaza,Middle East and North Africa,5.673357126
PYF,2023,0.0,0.0,0.645,0.0,0.0,0.0,4.889761595,,French Polynesia,East Asia and Pacific,3.598782713
QAT,2023,0.0,0.0018,14.7829,0.0,0.0,0.0,5.673357126,,Qatar,Middle East and North Africa,5.673357126
RUS,2023,0.0,5.811,261.6207,0.0,0.0,0.0,18.57826113,,Russian Federation,Europe and Central Asia,6.5015912305
RWA,2023,0.0,0.0,0.5963,0.0,0.0,0.0,1.562588886,,Rwanda,Sub-Saharan Africa,1.562588886
SAU,2023,0.0,0.2779,145.4886,0.0,0.0,0.0,5.673357126,,Saudi Arabia,Middle East and North Africa,5.673357126
SDN,2023,0.0,0.08,12.0563,0.0,0.0,0.0,2.772459274,,Sudan,Sub-Saharan Africa,1.562588886
SEN,2023,0.0,0.0063,3.4308,0.0,0.0,0.0,1.562588886,,Senegal,Sub-Saharan Africa,1.562588886
SLB,2023,0.0,0.0,0.2141,0.0,0.0,0.0,3.598782713,,Solomon Islands,East Asia and Pacific,3.598782713
SLE,2023,0.0,0.0,0.526,0.0,0.0,0.0,1.562588886,,Sierra Leone,Sub-Saharan Africa,1.562588886
SLV,2023,0.0,0.1904,4.407,0.0,0.0,0.0,2.068475079,,El Salvador,Latin America and the Caribbean,3.523066439
SMR,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,San Marino,Europe and Central Asia,6.5015912305
SOM,2023,0.0,0.0,0.4792,0.0,0.0,0.0,1.562588886,,Somalia,Sub-Saharan Africa,1.562588886
SRB,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Serbia,Europe and Central Asia,6.5015912305
SSD,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.562588886,,South Sudan,Sub-Saharan Africa,1.562588886
STP,2023,0.0,0.0,0.1219,0.0,0.0,0.0,1.562588886,,Sao Tome and Principe,Sub-Saharan Africa,1.562588886
SVK,2023,0.0,0.1301,7.5765,0.0,0.0,0.0,8.250920442,,Slovak Republic,Europe and Central Asia,6.5015912305
SWZ,2023,0.0,0.0,0.8525,0.0,0.0,0.0,2.673371767,,Eswatini,Sub-Saharan Africa,1.562588886
SXM,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.523066439,,Sint Maarten (Dutch part),Latin America and the Caribbean,3.523066439
SYC,2023,0.0,0.0,0.7064,0.0,0.0,0.0,11.17697645,,Seychelles,Sub-Saharan Africa,1.562588886
SYR,2023,0.0,0.0404,4.9685,0.0,0.0,0.0,5.673357126,,Syrian Arab Republic,Middle East and North Africa,5.673357126
TCA,2023,0.0,0.0,0.0362,0.0,0.0,0.0,2.387549245,,Turks and Caicos Islands,Latin America and the Caribbean,3.523066439
TCD,2023,0.0,0.0,1.0713,0.0,0.0,0.0,4.936952432,,Chad,Sub-Saharan Africa,1.562588886
TJK,2023,0.0,0.0433,1.9609,0.0,0.0,0.0,2.063379667,,Tajikistan,Europe and Central Asia,6.5015912305
TKM,2023,0.0,0.8536,12.0538,0.0,0.0,0.0,13.4150223,,Turkmenistan,Europe and Central Asia,6.5015912305
TON,2023,0.0,0.0,0.1126,0.0,0.0,0.0,3.270648298,,Tonga,East Asia and Pacific,3.598782713
TTO,2023,0.0,0.0094,2.5093,0.0,0.0,0.0,3.523066439,,Trinidad and Tobago,Latin America and the Caribbean,3.523066439
TUN,2023,0.0,0.1651,8.1495,0.0,0.0,0.0,3.57188201,,Tunisia,Middle East and North Africa,5.673357126
TUV,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.598782713,,Tuvalu,East Asia and Pacific,3.598782713
TZA,2023,0.0,0.1231,8.91,0.0,0.0,0.0,1.562588886,,Tanzania,Sub-Saharan Africa,1.562588886
UGA,2023,0.0,0.0,3.545,0.0,0.0,0.0,1.562588886,,Uganda,Sub-Saharan Africa,1.562588886
UZB,2023,0.0,1.7722,16.3187,0.0,0.0,0.0,6.017321684,,Uzbekistan,Europe and Central Asia,6.5015912305
VCT,2023,0.0,0.0,0.0338,0.0,0.0,0.0,3.523066439,,St. Vincent and the Grenadines,Latin America and the Caribbean,3.523066439
VGB,2023,0.0,0.0,0.0265,0.0,0.0,0.0,2.336796204,,British Virgin Islands,Latin America and the Caribbean,3.523066439
VIR,2023,0.0,0.0,0.0,0.0,0.0,0.0,3.523066439,,Virgin Islands (U.S.),Latin America and the Caribbean,3.523066439
VUT,2023,0.0,0.0,0.1469,0.0,0.0,0.0,2.091701544,,Vanuatu,East Asia and Pacific,3.598782713
WSM,2023,0.0,0.0,0.2399,0.0,0.0,0.0,2.982050465,,Samoa,East Asia and Pacific,3.598782713
XKX,2021,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Kosovo,Europe and Central Asia,6.5015912305
XKX,2022,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Kosovo,Europe and Central Asia,6.5015912305
XKX,2023,0.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Kosovo,Europe and Central Asia,6.5015912305
YEM,2023,0.0,0.0,2.6451,0.0,0.0,0.0,5.673357126,,"Yemen, Rep.",Middle East and North Africa,5.673357126
ZAF,2023,0.0,1.5516,49.4052,0.0,0.0,0.0,8.259702719,,South Africa,Sub-Saharan Africa,1.562588886
ZMB,2023,0.0,0.228,2.3584,0.0,0.0,0.0,1.562588886,,Zambia,Sub-Saharan Africa,1.562588886
ZWE,2023,0.0,0.0963,1.4784,0.0,0.0,0.0,1.562588886,,Zimbabwe,Sub-Saharan Africa,1.562588886
SSD,2021,7.7,0.0,0.0,0.0,11.32562151,32.4,1.562588886,,South Sudan,Sub-Saharan Africa,1.562588886
SSD,2022,8.4,0.0,0.0,0.0,11.32562151,0.0,1.562588886,,South Sudan,Sub-Saharan Africa,1.562588886
BDI,2021,10.2,0.0,0.4338,0.0,10.8894081,83.1,1.562588886,,Burundi,Sub-Saharan Africa,1.562588886
BDI,2022,10.3,0.0,0.4056,0.0,10.8894081,83.0,1.562588886,,Burundi,Sub-Saharan Africa,1.562588886
TCD,2021,11.3,0.0,0.8917,0.0,3.336509927,69.9,4.79612916,,Chad,Sub-Saharan Africa,1.562588886
TCD,2022,11.7,0.0,1.0252,0.0,3.249241105,70.0,4.932654635,,Chad,Sub-Saharan Africa,1.562588886
MWI,2022,14.0,0.0,0.7656,0.0,22.88608401,62.9,1.562588886,,Malawi,Sub-Saharan Africa,1.562588886
MWI,2021,14.2,0.0,0.8187,0.0,23.33156555,71.1,1.562588886,,Malawi,Sub-Saharan Africa,1.562588886
CAF,2021,15.7,0.0,0.1702,0.0,35.7523516,90.9,2.469982982,,Central African Republic,Sub-Saharan Africa,1.562588886
CAF,2022,15.7,0.0,0.1957,0.0,35.70419596,90.9,2.554766647,,Central African Republic,Sub-Saharan Africa,1.562588886
NER,2021,18.6,0.0,1.2529,0.0,0.842567301,79.6,1.562588886,,Niger,Sub-Saharan Africa,1.562588886
BFA,2021,19.0,0.0,2.6805,0.0,22.5380117,71.2,1.562588886,,Burkina Faso,Sub-Saharan Africa,1.562588886
BFA,2022,19.5,0.0,2.8069,0.0,22.35526316,71.4,1.562588886,,Burkina Faso,Sub-Saharan Africa,1.562588886
NER,2022,19.5,0.0,1.306,0.0,0.832762296,0.0,1.562588886,,Niger,Sub-Saharan Africa,1.562588886
COD,2021,20.8,0.0,2.2757,0.0,55.16149326,96.3,1.562588886,,"Congo, Dem. Rep.",Sub-Saharan Africa,1.562588886
COD,2022,21.5,0.0,2.6906,0.0,54.67567592,0.0,1.562588886,,"Congo, Dem. Rep.",Sub-Saharan Africa,1.562588886
SLE,2021,27.5,0.0,0.5173,0.0,34.84552508,71.1,1.562588886,,Sierra Leone,Sub-Saharan Africa,1.562588886
SLE,2022,29.4,0.0,0.5417,0.0,34.57218066,71.6,1.562588886,,Sierra Leone,Sub-Saharan Africa,1.562588886
LBR,2021,29.8,0.0,0.7967,0.0,78.77055648,93.2,1.562588886,,Liberia,Sub-Saharan Africa,1.562588886
MOZ,2021,31.5,0.0,4.1683,0.0,46.41217312,76.9,1.562588886,,Mozambique,Sub-Saharan Africa,1.562588886
LBR,2022,31.8,0.0,0.8343,0.0,78.45639535,92.8,1.562588886,,Liberia,Sub-Saharan Africa,1.562588886
MOZ,2022,33.2,0.0,3.9207,0.0,46.11933111,0.0,1.562588886,,Mozambique,Sub-Saharan Africa,1.562588886
MDG,2021,35.1,0.0,1.417,0.0,21.34169251,83.6,1.562588886,,Madagascar,Sub-Saharan Africa,1.562588886
GNB,2021,35.8,0.0,0.1924,0.0,70.11273115,87.4,1.562588886,,Guinea-Bissau,Sub-Saharan Africa,1.562588886
MDG,2022,36.1,0.0,1.3602,0.0,21.3189737,83.1,1.562588886,,Madagascar,Sub-Saharan Africa,1.562588886
GNB,2022,37.4,0.0,0.2015,0.0,69.8125889,87.4,1.562588886,,Guinea-Bissau,Sub-Saharan Africa,1.562588886
TZA,2021,42.7,0.1378,9.5245,0.0,51.11311809,78.3,1.562588886,,Tanzania,Sub-Saharan Africa,1.562588886
UGA,2021,45.2,0.0,3.7665,0.0,11.45343756,91.0,1.562588886,,Uganda,Sub-Saharan Africa,1.562588886
TZA,2022,45.8,0.1299,8.8762,0.0,50.58365319,0.0,1.562588886,,Tanzania,Sub-Saharan Africa,1.562588886
ZMB,2021,46.7,0.2014,2.5174,0.0,60.03015012,83.0,1.562588886,,Zambia,Sub-Saharan Africa,1.562588886
GIN,2021,46.8,0.0,1.725,0.0,25.02441804,66.8,1.562588886,,Guinea,Sub-Saharan Africa,1.562588886
UGA,2022,47.1,0.0,3.5522,0.0,11.24771145,90.9,1.562588886,,Uganda,Sub-Saharan Africa,1.562588886
HTI,2021,47.2,0.0,1.395,0.0,12.48875181,76.7,3.523066439,,Haiti,Latin America and the Caribbean,3.523066439
GIN,2022,47.7,0.0,1.8064,0.0,24.86163112,66.6,1.562588886,,Guinea,Sub-Saharan Africa,1.562588886
MRT,2021,47.7,0.0,2.3888,0.0,0.298211604,22.1,3.407566917,,Mauritania,Sub-Saharan Africa,1.562588886
ZMB,2022,47.8,0.2146,2.3576,0.0,59.77696915,0.0,1.562588886,,Zambia,Sub-Saharan Africa,1.562588886
AGO,2021,48.2,0.0,7.09,0.0,52.98172239,52.9,1.562588886,,Angola,Sub-Saharan Africa,1.562588886
AGO,2022,48.5,0.0,8.1334,0.0,52.53649723,0.0,1.562588886,,Angola,Sub-Saharan Africa,1.562588886
RWA,2021,48.7,0.0,0.6431,0.0,11.2282124,79.4,1.562588886,,Rwanda,Sub-Saharan Africa,1.562588886
SOM,2022,48.9,0.0,0.4784,0.0,9.287627124,95.4,1.562588886,,Somalia,Sub-Saharan Africa,1.562588886
MRT,2022,49.0,0.0,2.5015,0.0,0.292896963,19.6,3.37157996,,Mauritania,Sub-Saharan Africa,1.562588886
ZWE,2021,49.0,0.1004,1.5847,0.0,44.97482228,82.4,1.562588886,,Zimbabwe,Sub-Saharan Africa,1.562588886
HTI,2022,49.3,0.0,1.3855,0.0,12.37590711,0.0,3.523066439,,Haiti,Latin America and the Caribbean,3.523066439
SOM,2021,49.3,0.0,0.5115,0.0,9.409969076,95.4,1.562588886,,Somalia,Sub-Saharan Africa,1.562588886
COG,2021,49.7,0.0,1.2073,0.0,64.21961933,71.4,3.925641821,,"Congo, Rep.",Sub-Saharan Africa,1.562588886
LSO,2022,50.0,0.0,0.4841,0.0,1.137022398,34.9,1.562588886,,Lesotho,Sub-Saharan Africa,1.562588886
ZWE,2022,50.1,0.097,1.4742,0.0,44.8557322,0.0,1.562588886,,Zimbabwe,Sub-Saharan Africa,1.562588886
LSO,2021,50.4,0.0,0.4475,0.0,1.137022398,33.6,1.562588886,,Lesotho,Sub-Saharan Africa,1.562588886
COG,2022,50.6,0.0,1.3932,0.0,64.17569546,0.0,3.931498115,,"Congo, Rep.",Sub-Saharan Africa,1.562588886
RWA,2022,50.6,0.0,0.5961,0.0,11.26874747,79.9,1.562588886,,Rwanda,Sub-Saharan Africa,1.562588886
ERI,2021,52.5,0.0,0.2251,0.0,8.692108346,80.7,1.562588886,,Eritrea,Sub-Saharan Africa,1.562588886
NAM,2021,55.2,0.0,1.9174,0.0,7.977614206,30.0,4.320865539,,Namibia,Sub-Saharan Africa,1.562588886
ERI,2022,55.4,0.0,0.2098,0.0,8.666001453,0.0,1.562588886,,Eritrea,Sub-Saharan Africa,1.562588886
NAM,2022,56.2,0.0,2.0906,0.0,7.891362703,0.0,4.422074277,,Namibia,Sub-Saharan Africa,1.562588886
NGA,2021,59.5,1.2701,57.2135,0.0,23.5664877,80.3,1.562588886,,Nigeria,Sub-Saharan Africa,1.562588886
NGA,2022,60.5,1.4606,59.6821,0.0,23.38718886,0.0,1.562588886,,Nigeria,Sub-Saharan Africa,1.562588886
SDN,2021,61.8,0.1375,12.9306,0.0,9.73629015,61.0,2.876537305,,Sudan,Sub-Saharan Africa,1.562588886
SDN,2022,63.2,0.104,12.0293,0.0,9.644127409,0.0,2.788968573,,Sudan,Sub-Saharan Africa,1.562588886
GMB,2021,63.7,0.0,0.3382,0.0,23.41238142,48.6,1.562588886,,"Gambia, The",Sub-Saharan Africa,1.562588886
DJI,2022,65.0,0.0,0.3465,0.0,0.257308024,26.9,5.673357126,,Djibouti,Middle East and North Africa,5.673357126
CMR,2021,65.4,0.0733,3.5594,0.0,42.91104483,79.2,1.562588886,,Cameroon,Sub-Saharan Africa,1.562588886
DJI,2021,65.4,0.0,0.3706,0.0,0.253377912,26.6,5.673357126,,Djibouti,Middle East and North Africa,5.673357126
GMB,2022,65.4,0.0,0.3542,0.0,22.8459585,47.7,1.562588886,,"Gambia, The",Sub-Saharan Africa,1.562588886
GNQ,2021,66.8,0.0,0.441,0.0,86.98966132,5.2,4.903723364,,Equatorial Guinea,Sub-Saharan Africa,1.562588886
GNQ,2022,67.0,0.0,0.5069,0.0,86.6916221,4.2,4.533848615,,Equatorial Guinea,Sub-Saharan Africa,1.562588886
SEN,2022,67.9,0.0071,3.5414,0.0,41.49046902,0.0,1.562588886,,Senegal,Sub-Saharan Africa,1.562588886
SEN,2021,68.0,0.0089,3.2821,0.0,41.69822885,35.4,1.562588886,,Senegal,Sub-Saharan Africa,1.562588886
LBY,2022,70.0,0.0271,18.6104,0.0,0.123327688,0.0,12.32026612,,Libya,Middle East and North Africa,5.673357126
VUT,2021,70.0,0.0,0.1327,0.0,36.28383921,24.6,2.104829534,,Vanuatu,East Asia and Pacific,3.598782713
