country_code,year,ElectricityAccess_PercentofPopulation,CO2Emissions_Agriculture,CO2Emissions_TransportEnergy,CO2Emissions_Waste,ForestArea_PercentofLand,RenewableEnergy_Consumption_Percent,GreenhouseGasEmissions_TotalperCapita,id,country_name,region,regional_median
VUT,2022,70.0,0.0,0.141,0.0,36.28383921,25.0,2.104163605,,Vanuatu,East Asia and Pacific,3.598782713
LBY,2021,70.2,0.0268,16.8554,0.0,0.123327688,3.1,12.62846391,,Libya,Middle East and North Africa,5.673357126
CIV,2022,70.4,0.1288,5.3239,0.0,8.210499686,0.0,1.562588886,,Cote d'Ivoire,Sub-Saharan Africa,1.562588886
CMR,2022,71.0,0.0744,4.0806,0.0,42.79257896,0.0,1.562588886,,Cameroon,Sub-Saharan Africa,1.562588886
CIV,2021,71.1,0.1221,5.0343,0.0,8.565492767,58.2,1.562588886,,Cote d'Ivoire,Sub-Saharan Africa,1.562588886
BWA,2021,73.7,0.0,2.1557,0.0,26.70830907,27.4,4.808612829,,Botswana,Sub-Saharan Africa,1.562588886
YEM,2021,74.9,0.0,2.67,0.0,1.039831809,3.7,5.673357126,,"Yemen, Rep.",Middle East and North Africa,5.673357126
BWA,2022,75.9,0.0,2.3214,0.0,26.4995677,0.0,5.079200227,,Botswana,Sub-Saharan Africa,1.562588886
SLB,2022,76.0,0.0,0.2055,0.0,90.08610218,50.1,3.598782713,,Solomon Islands,East Asia and Pacific,3.598782713
YEM,2022,76.0,0.0,2.6455,0.0,1.039831809,0.0,5.673357126,,"Yemen, Rep.",Middle East and North Africa,5.673357126
SLB,2021,76.3,0.0,0.1933,0.0,90.11218292,49.1,3.598782713,,Solomon Islands,East Asia and Pacific,3.598782713
STP,2022,78.0,0.0,0.1167,0.0,52.77083333,42.5,1.562588886,,Sao Tome and Principe,Sub-Saharan Africa,1.562588886
STP,2021,78.5,0.0,0.1015,0.0,53.41666667,40.8,1.562588886,,Sao Tome and Principe,Sub-Saharan Africa,1.562588886
SWZ,2022,82.3,0.0,0.8269,0.0,29.06860465,64.7,2.661542993,,Eswatini,Sub-Saharan Africa,1.562588886
SWZ,2021,82.9,0.0,0.7681,0.0,28.99825581,65.4,2.598390675,,Eswatini,Sub-Saharan Africa,1.562588886
FSM,2021,83.6,0.0,0.0,0.0,92.07142857,2.1,3.598782713,,"Micronesia, Fed. Sts.",East Asia and Pacific,3.598782713
GHA,2022,85.1,0.0,9.3202,0.0,35.1604431,0.0,1.562588886,,Ghana,Sub-Saharan Africa,1.562588886
AFG,2022,85.3,0.0236,2.2472,0.0,1.852781994,20.0,2.0324088849999997,,Afghanistan,South Asia,2.0916889505
FSM,2022,85.3,0.0,0.0,0.0,92.11428571,2.0,3.598782713,,"Micronesia, Fed. Sts.",East Asia and Pacific,3.598782713
GHA,2021,86.3,0.0,10.0499,0.0,35.12867716,39.0,1.562588886,,Ghana,Sub-Saharan Africa,1.562588886
NIC,2021,86.3,0.1377,2.4247,0.0,27.48487618,50.4,2.972967645,,Nicaragua,Latin America and the Caribbean,3.523066439
NIC,2022,86.5,0.1367,2.5514,0.0,26.65389729,0.0,3.003511992,,Nicaragua,Latin America and the Caribbean,3.523066439
ZAF,2022,86.5,1.42,48.1228,0.0,13.99507868,0.0,8.54505429,,South Africa,Sub-Saharan Africa,1.562588886
COM,2021,87.9,0.0,0.193,0.0,17.45298227,41.2,1.562588886,,Comoros,Sub-Saharan Africa,1.562588886
SYR,2021,88.8,0.0382,4.8658,0.0,2.843108425,1.1,5.673357126,,Syrian Arab Republic,Middle East and North Africa,5.673357126
SYR,2022,89.0,0.0392,4.9323,0.0,2.819315371,0.0,5.673357126,,Syrian Arab Republic,Middle East and North Africa,5.673357126
ZAF,2021,89.3,1.3946,48.2214,0.0,14.0250847,9.7,8.958716755,,South Africa,Sub-Saharan Africa,1.562588886
COM,2022,89.9,0.0,0.1805,0.0,17.21655024,39.3,1.562588886,,Comoros,Sub-Saharan Africa,1.562588886
NPL,2021,89.9,0.236,4.3764,0.0,41.59072201,73.7,2.0324088849999997,,Nepal,South Asia,2.0916889505
NPL,2022,91.3,0.2467,4.6119,0.0,41.59072201,0.0,2.0324088849999997,,Nepal,South Asia,2.0916889505
FJI,2022,92.0,0.0,1.0664,0.0,63.12972085,28.4,3.598782713,,Fiji,East Asia and Pacific,3.598782713
FJI,2021,92.1,0.0,1.0032,0.0,62.76409414,29.7,3.426488828,,Fiji,East Asia and Pacific,3.598782713
KIR,2021,92.8,0.0,0.045,0.0,1.456790123,42.2,3.598782713,,Kiribati,East Asia and Pacific,3.598782713
GRD,2021,93.7,0.0,0.0459,0.0,52.05882353,10.2,3.523066439,,Grenada,Latin America and the Caribbean,3.523066439
GRD,2022,94.2,0.0,0.047,0.0,52.05882353,10.0,3.523066439,,Grenada,Latin America and the Caribbean,3.523066439
KIR,2022,94.4,0.0,0.0478,0.0,1.456790123,41.9,3.598782713,,Kiribati,East Asia and Pacific,3.598782713
PAK,2021,94.9,5.5871,55.8824,0.0,4.779680365,41.6,2.301046684,,Pakistan,South Asia,2.0916889505
PAK,2022,95.0,5.6027,54.0555,0.0,4.726053342,0.0,2.199633701,,Pakistan,South Asia,2.0916889505
PAN,2022,95.0,0.0,5.2779,0.0,56.49785791,0.0,4.193649616,,Panama,Latin America and the Caribbean,3.523066439
PAN,2021,95.3,0.0,4.9198,0.0,56.65170262,28.0,3.964877842,,Panama,Latin America and the Caribbean,3.523066439
CPV,2021,95.5,0.0,0.565,0.0,11.41935484,22.6,2.347628661,,Cabo Verde,Sub-Saharan Africa,1.562588886
CPV,2022,97.1,0.0,0.5917,0.0,11.49379653,21.8,2.425631228,,Cabo Verde,Sub-Saharan Africa,1.562588886
AFG,2021,97.7,0.0467,2.1142,0.0,1.852781994,20.0,2.0324088849999997,,Afghanistan,South Asia,2.0916889505
BLZ,2021,97.7,0.0,0.0818,0.0,55.49715037,26.6,2.195798111,,Belize,Latin America and the Caribbean,3.523066439
GTM,2021,97.9,0.4347,10.262,0.0,32.81261665,62.1,2.400320479,,Guatemala,Latin America and the Caribbean,3.523066439
SLV,2021,97.9,0.1865,3.9277,0.0,27.96235521,21.9,3.523066439,,El Salvador,Latin America and the Caribbean,3.523066439
WSM,2021,98.3,0.0,0.2166,0.0,57.98201439,36.0,2.886625908,,Samoa,East Asia and Pacific,3.598782713
WSM,2022,98.3,0.0,0.2303,0.0,57.80935252,35.9,2.953159188,,Samoa,East Asia and Pacific,3.598782713
BLZ,2022,98.6,0.0,0.0882,0.0,55.00789128,30.8,2.213377101,,Belize,Latin America and the Caribbean,3.523066439
BGD,2021,99.0,2.5674,11.6004,0.0,14.46877161,25.0,2.0324088849999997,,Bangladesh,South Asia,2.0916889505
GTM,2022,99.1,0.439,10.8358,0.0,32.7043673,0.0,2.370623688,,Guatemala,Latin America and the Caribbean,3.523066439
IND,2022,99.2,29.9048,323.609,0.0,24.44942974,0.0,2.734071514,,India,South Asia,2.0916889505
BGD,2022,99.4,2.6875,13.26,0.0,14.46877161,0.0,2.0324088849999997,,Bangladesh,South Asia,2.0916889505
IND,2021,99.6,29.2446,295.0934,0.0,24.35982901,34.9,2.602073018,,India,South Asia,2.0916889505
TJK,2021,99.6,0.0361,1.854,0.0,3.060739246,34.9,2.124590696,,Tajikistan,Europe and Central Asia,6.5015912305
KGZ,2021,99.7,0.1282,1.6261,0.0,6.953180396,27.6,3.122142846,,Kyrgyz Republic,Europe and Central Asia,6.5015912305
KGZ,2022,99.7,0.1282,1.7047,0.0,7.048279458,0.0,3.071415889,,Kyrgyz Republic,Europe and Central Asia,6.5015912305
TUV,2021,99.7,0.0,0.0,0.0,33.33333333,5.0,3.598782713,,Tuvalu,East Asia and Pacific,3.598782713
MHL,2021,99.8,0.0,0.0,0.0,52.22222222,12.1,3.598782713,,Marshall Islands,East Asia and Pacific,3.598782713
MNE,2021,99.8,0.0,0.0,0.0,61.48698885,39.6,6.494899588,,Montenegro,Europe and Central Asia,6.5015912305
ABW,2022,99.9,0.0,0.1749,0.0,2.333333333,8.8,4.972509552,,Aruba,Latin America and the Caribbean,3.523066439
TCA,2022,99.9,0.0,0.034,0.0,11.07368421,0.8,2.29676969,,Turks and Caicos Islands,Latin America and the Caribbean,3.523066439
TUN,2021,99.9,0.1979,7.9724,0.0,4.533084449,11.6,3.576940168,,Tunisia,Middle East and North Africa,5.673357126
UZB,2021,99.9,1.7903,16.2792,0.0,8.431804617,1.0,6.141790302,,Uzbekistan,Europe and Central Asia,6.5015912305
ABW,2021,100.0,0.0,0.1706,0.0,2.333333333,8.8,4.932219127,,Aruba,Latin America and the Caribbean,3.523066439
AND,2021,100.0,0.0,0.0,0.0,34.04255319,18.4,6.494899588,,Andorra,Europe and Central Asia,6.5015912305
AND,2022,100.0,0.0,0.0,0.0,34.04255319,18.7,6.494899588,,Andorra,Europe and Central Asia,6.5015912305
ARE,2021,100.0,0.0,36.2537,0.0,4.467755562,1.0,5.673357126,,United Arab Emirates,Middle East and North Africa,5.673357126
ARE,2022,100.0,0.0,42.0724,0.0,4.467755562,0.0,5.673357126,,United Arab Emirates,Middle East and North Africa,5.673357126
ARM,2021,100.0,0.0446,2.3661,0.0,11.53003161,9.1,3.602403538,,Armenia,Europe and Central Asia,6.5015912305
ARM,2022,100.0,0.0449,2.3845,0.0,11.52265543,0.0,3.490670888,,Armenia,Europe and Central Asia,6.5015912305
ATG,2021,100.0,0.0,0.104,0.0,18.30295455,0.9,4.017368894,,Antigua and Barbuda,Latin America and the Caribbean,3.523066439
ATG,2022,100.0,0.0,0.1066,0.0,18.16159091,0.9,4.010124946,,Antigua and Barbuda,Latin America and the Caribbean,3.523066439
BHR,2021,100.0,0.0,3.5027,0.0,0.911392405,0.0,5.673357126,,Bahrain,Middle East and North Africa,5.673357126
BHR,2022,100.0,0.0,3.5086,0.0,0.936708861,0.0,5.673357126,,Bahrain,Middle East and North Africa,5.673357126
BMU,2021,100.0,0.0,0.1128,0.0,18.51851852,0.9,5.562430392,,Bermuda,North America,18.06254835
BMU,2022,100.0,0.0,0.1157,0.0,18.51851852,0.9,5.56919798,,Bermuda,North America,18.06254835
BRB,2021,100.0,0.0,0.2268,0.0,14.65116279,5.5,3.364912616,,Barbados,Latin America and the Caribbean,3.523066439
BRB,2022,100.0,0.0,0.2326,0.0,14.65116279,5.5,3.371375541,,Barbados,Latin America and the Caribbean,3.523066439
BTN,2021,100.0,0.0,0.3861,0.0,71.50131096,81.8,4.109914088,,Bhutan,South Asia,2.0916889505
BTN,2022,100.0,0.0,0.4104,0.0,71.55322496,82.5,4.120300059,,Bhutan,South Asia,2.0916889505
CHI,2021,100.0,0.0,0.0,0.0,5.151515152,0.0,6.494899588,,Channel Islands,Europe and Central Asia,6.5015912305
CHI,2022,100.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Channel Islands,Europe and Central Asia,6.5015912305
CRI,2021,100.0,0.144,5.6899,0.0,59.75793184,34.2,3.100086403,,Costa Rica,Latin America and the Caribbean,3.523066439
CRI,2022,100.0,0.1445,5.7069,0.0,60.07853506,0.0,3.134166968,,Costa Rica,Latin America and the Caribbean,3.523066439
CUW,2021,100.0,0.0,0.0,0.0,0.157657658,2.8,3.523066439,,Curacao,Latin America and the Caribbean,3.523066439
CUW,2022,100.0,0.0,0.0,0.0,0.157657658,0.0,3.523066439,,Curacao,Latin America and the Caribbean,3.523066439
CYM,2021,100.0,0.0,0.1152,0.0,52.75,0.0,5.266160781,,Cayman Islands,Latin America and the Caribbean,3.523066439
CYM,2022,100.0,0.0,0.1181,0.0,52.66666667,0.0,5.182215642,,Cayman Islands,Latin America and the Caribbean,3.523066439
CYP,2021,100.0,0.0035,1.9044,0.0,18.66991342,15.6,7.298515382,,Cyprus,Europe and Central Asia,6.5015912305
CYP,2022,100.0,0.0036,1.8804,0.0,18.66774892,0.0,7.568444535,,Cyprus,Europe and Central Asia,6.5015912305
FIN,2021,100.0,0.0,9.8709,0.0,73.72649966,50.2,9.465464553,,Finland,Europe and Central Asia,6.5015912305
FIN,2022,100.0,0.0,9.661,0.0,73.72649966,0.0,8.678812103,,Finland,Europe and Central Asia,6.5015912305
GEO,2021,100.0,0.0841,4.1656,0.0,40.61591596,25.2,4.901108502,,Georgia,Europe and Central Asia,6.5015912305
GEO,2022,100.0,0.0853,4.3488,0.0,40.61591596,0.0,5.043741391,,Georgia,Europe and Central Asia,6.5015912305
GUM,2021,100.0,0.0,0.0,0.0,51.85185185,4.5,3.598782713,,Guam,East Asia and Pacific,3.598782713
GUM,2022,100.0,0.0,0.0,0.0,51.85185185,6.7,3.598782713,,Guam,East Asia and Pacific,3.598782713
HRV,2021,100.0,0.0717,6.1622,0.0,34.69639028,34.1,6.540042346,,Croatia,Europe and Central Asia,6.5015912305
HRV,2022,100.0,0.0662,6.7436,0.0,34.74106505,0.0,6.481516303,,Croatia,Europe and Central Asia,6.5015912305
IMN,2021,100.0,0.0,0.0,0.0,6.070175439,3.2,6.494899588,,Isle of Man,Europe and Central Asia,6.5015912305
IMN,2022,100.0,0.0,0.0,0.0,6.070175439,2.7,6.494899588,,Isle of Man,Europe and Central Asia,6.5015912305
IRN,2021,100.0,1.6055,134.1631,0.0,6.635211094,0.9,10.53218993,,"Iran, Islamic Rep.",Middle East and North Africa,5.673357126
IRN,2022,100.0,1.6511,140.3506,0.0,6.641489492,0.0,10.72887338,,"Iran, Islamic Rep.",Middle East and North Africa,5.673357126
IRQ,2021,100.0,0.1148,33.4508,0.0,1.900361184,1.1,7.796177358,,Iraq,Middle East and North Africa,5.673357126
IRQ,2022,100.0,0.0643,37.7251,0.0,1.900361184,0.0,8.288891146,,Iraq,Middle East and North Africa,5.673357126
ISR,2021,100.0,0.0717,17.345,0.0,6.469500924,6.2,8.370755704,,Israel,Middle East and North Africa,5.673357126
ISR,2022,100.0,0.0718,18.6766,0.0,0.0,0.0,8.447481036,,Israel,Middle East and North Africa,5.673357126
KAZ,2021,100.0,0.4605,22.6479,0.0,1.290483832,2.0,16.37052264,,Kazakhstan,Europe and Central Asia,6.5015912305
KAZ,2022,100.0,0.4601,22.2068,0.0,1.301314553,0.0,16.01813642,,Kazakhstan,Europe and Central Asia,6.5015912305
KNA,2021,100.0,0.0,0.0382,0.0,42.30769231,1.6,3.38515493,,St. Kitts and Nevis,Latin America and the Caribbean,3.523066439
KNA,2022,100.0,0.0,0.0392,0.0,42.30769231,1.5,3.54321437,,St. Kitts and Nevis,Latin America and the Caribbean,3.523066439
LBN,2021,100.0,0.0054,7.1305,0.0,14.06940371,6.8,4.148127654,,Lebanon,Middle East and North Africa,5.673357126
LBN,2022,100.0,0.0053,7.0651,0.0,14.12805474,0.0,4.172207484,,Lebanon,Middle East and North Africa,5.673357126
LCA,2021,100.0,0.0,0.0953,0.0,34.04918033,9.7,2.390181602,,St. Lucia,Latin America and the Caribbean,3.523066439
LCA,2022,100.0,0.0,0.0978,0.0,34.04918033,9.7,2.416364155,,St. Lucia,Latin America and the Caribbean,3.523066439
LIE,2021,100.0,0.0,0.0,0.0,41.875,53.6,6.494899588,,Liechtenstein,Europe and Central Asia,6.5015912305
LIE,2022,100.0,0.0,0.0,0.0,41.875,56.9,6.494899588,,Liechtenstein,Europe and Central Asia,6.5015912305
LKA,2021,100.0,0.183,10.1949,0.0,34.10701584,48.8,2.0324088849999997,,Sri Lanka,South Asia,2.0916889505
LKA,2022,100.0,0.1583,8.5955,0.0,34.05593275,0.0,2.0324088849999997,,Sri Lanka,South Asia,2.0916889505
LUX,2021,100.0,0.0,4.9882,0.0,34.45382721,20.5,14.38621763,,Luxembourg,Europe and Central Asia,6.5015912305
LUX,2022,100.0,0.0,4.3269,0.0,34.45382721,0.0,12.44244782,,Luxembourg,Europe and Central Asia,6.5015912305
LVA,2021,100.0,0.2113,3.1257,0.0,54.87160534,44.0,6.295867848,,Latvia,Europe and Central Asia,6.5015912305
LVA,2022,100.0,0.2103,3.0689,0.0,54.93379399,0.0,5.897414205,,Latvia,Europe and Central Asia,6.5015912305
MAF,2021,100.0,0.0,0.0,0.0,24.8,0.0,3.523066439,,St. Martin (French part),Latin America and the Caribbean,3.523066439
MAF,2022,100.0,0.0,0.0,0.0,24.8,0.0,3.523066439,,St. Martin (French part),Latin America and the Caribbean,3.523066439
MAR,2021,100.0,0.2535,18.6408,0.0,12.89033542,10.9,2.957243949,,Morocco,Middle East and North Africa,5.673357126
MAR,2022,100.0,0.2054,17.5324,0.0,12.91368788,0.0,2.851694862,,Morocco,Middle East and North Africa,5.673357126
MCO,2021,100.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Monaco,Europe and Central Asia,6.5015912305
MCO,2022,100.0,0.0,0.0,0.0,0.0,0.0,6.494899588,,Monaco,Europe and Central Asia,6.5015912305
MHL,2022,100.0,0.0,0.0,0.0,52.22222222,12.2,3.598782713,,Marshall Islands,East Asia and Pacific,3.598782713
MNE,2022,100.0,0.0,0.0,0.0,61.48698885,0.0,6.494899588,,Montenegro,Europe and Central Asia,6.5015912305
MNP,2021,100.0,0.0,0.0,0.0,52.95652174,0.5,3.598782713,,Northern Mariana Islands,East Asia and Pacific,3.598782713
MNP,2022,100.0,0.0,0.0,0.0,52.95652174,0.5,3.598782713,,Northern Mariana Islands,East Asia and Pacific,3.598782713
NCL,2021,100.0,0.0,1.6815,0.0,45.8380744,8.3,3.598782713,,New Caledonia,East Asia and Pacific,3.598782713
NCL,2022,100.0,0.0,1.7875,0.0,45.83260394,9.6,3.598782713,,New Caledonia,East Asia and Pacific,3.598782713
NLD,2021,100.0,0.1373,25.1017,0.0,11.00198099,12.2,9.965057979,,Netherlands,Europe and Central Asia,6.5015912305
NLD,2022,100.0,0.1587,24.9398,0.0,11.02966736,0.0,9.104924235,,Netherlands,Europe and Central Asia,6.5015912305
NRU,2021,100.0,0.0,0.0,0.0,0.0,1.6,3.598782713,,Nauru,East Asia and Pacific,3.598782713
NRU,2022,100.0,0.0,0.0,0.0,0.0,1.9,3.598782713,,Nauru,East Asia and Pacific,3.598782713
OMN,2021,100.0,0.0,10.405,0.0,0.007862036,0.1,5.673357126,,Oman,Middle East and North Africa,5.673357126
OMN,2022,100.0,0.0,11.896,0.0,0.007790307,0.0,5.673357126,,Oman,Middle East and North Africa,5.673357126
PLW,2021,100.0,0.0,0.6937,0.0,90.19565217,0.9,3.598782713,,Palau,East Asia and Pacific,3.598782713
PLW,2022,100.0,0.0,0.7319,0.0,90.36956522,0.9,3.598782713,,Palau,East Asia and Pacific,3.598782713
PRI,2021,100.0,0.0,1.9783,0.0,56.01127396,2.6,4.562641965,,Puerto Rico,Latin America and the Caribbean,3.523066439
PRI,2022,100.0,0.0,2.0532,0.0,56.06651635,2.5,4.619775766,,Puerto Rico,Latin America and the Caribbean,3.523066439
PSE,2021,100.0,0.0,0.0,0.0,1.682987552,15.4,5.673357126,,West Bank and Gaza,Middle East and North Africa,5.673357126
PSE,2022,100.0,0.0,0.0,0.0,0.0,15.4,5.673357126,,West Bank and Gaza,Middle East and North Africa,5.673357126
PYF,2021,100.0,0.0,0.5824,0.0,43.05963699,7.4,4.525147252,,French Polynesia,East Asia and Pacific,3.598782713
PYF,2022,100.0,0.0,0.6191,0.0,43.05963699,7.0,4.749659388,,French Polynesia,East Asia and Pacific,3.598782713
QAT,2021,100.0,0.0018,12.1829,0.0,0.0,0.0,5.673357126,,Qatar,Middle East and North Africa,5.673357126
QAT,2022,100.0,0.0018,14.0773,0.0,0.0,0.0,5.673357126,,Qatar,Middle East and North Africa,5.673357126
RUS,2021,100.0,5.9312,253.5253,0.0,49.78433608,3.5,17.60284904,,Russian Federation,Europe and Central Asia,6.5015912305
RUS,2022,100.0,5.9681,257.8949,0.0,49.78433608,0.0,18.17508141,,Russian Federation,Europe and Central Asia,6.5015912305
SAU,2021,100.0,0.289,128.2202,0.0,0.454484135,0.1,5.673357126,,Saudi Arabia,Middle East and North Africa,5.673357126
SAU,2022,100.0,0.2834,139.0687,0.0,0.454484135,0.0,5.673357126,,Saudi Arabia,Middle East and North Africa,5.673357126
SLV,2022,100.0,0.1885,4.1464,0.0,27.74517375,0.0,3.523066439,,El Salvador,Latin America and the Caribbean,3.523066439
SMR,2021,100.0,0.0,0.0,0.0,16.66666667,0.0,6.494899588,,San Marino,Europe and Central Asia,6.5015912305
SMR,2022,100.0,0.0,0.0,0.0,16.66666667,0.0,6.494899588,,San Marino,Europe and Central Asia,6.5015912305
SRB,2021,100.0,0.0,0.0,0.0,32.38125818,27.2,6.494899588,,Serbia,Europe and Central Asia,6.5015912305
SRB,2022,100.0,0.0,0.0,0.0,32.38581639,0.0,6.494899588,,Serbia,Europe and Central Asia,6.5015912305
